TERYT,Województwo,Powiat,Gmina,RAZEM Pożar (P),Mały (P/M),Średni (P/Ś),Duży (P/D),Bardzo duży (P/BD),RAZEM Miejscowe zagrożenie (MZ),Małe (MZ/M),Lokalne (MZ/L),Średnie (MZ/Ś),Duże (MZ/D),Gigantyczne lub klęska żywiołowa (MZ/K),RAZEM Alarm fałszywy (AF),Złośliwy (A/Z),W dobrej wierze (A/DW),Z instalacji wykrywania (A/IW),OGÓŁEM
143408,mazowieckie,wołomiński,Poświętne,52,48,4,0,0,66,2,64,0,0,0,10,0,6,4,128
143409,mazowieckie,wołomiński,Radzymin,195,189,6,0,0,340,26,306,7,1,0,65,6,46,13,600
143410,mazowieckie,wołomiński,Strachówka,13,8,4,1,0,31,3,27,1,0,0,4,0,4,0,48
143411,mazowieckie,wołomiński,Tłuszcz,110,106,4,0,0,144,35,108,1,0,0,16,2,12,2,270
143412,mazowieckie,wołomiński,Wołomin,167,163,4,0,0,472,131,330,10,1,0,46,6,29,11,685
143501,mazowieckie,wyszkowski,Brańszczyk,43,43,0,0,0,106,7,98,1,0,0,15,0,12,3,164
143502,mazowieckie,wyszkowski,Długosiodło,28,28,0,0,0,52,3,48,1,0,0,8,0,8,0,88
143503,mazowieckie,wyszkowski,Rząśnik,24,24,0,0,0,39,3,35,1,0,0,7,0,7,0,70
143504,mazowieckie,wyszkowski,Somianka,29,24,5,0,0,66,11,54,1,0,0,5,0,5,0,100
143505,mazowieckie,wyszkowski,Wyszków,124,120,4,0,0,499,54,427,16,2,0,61,0,55,6,684
143506,mazowieckie,wyszkowski,Zabrodzie,35,34,1,0,0,94,21,64,9,0,0,10,1,9,0,139
143601,mazowieckie,zwoleński,Kazanów,19,17,2,0,0,37,3,34,0,0,0,2,0,2,0,58
143602,mazowieckie,zwoleński,Policzna,16,15,1,0,0,79,1,77,1,0,0,4,2,2,0,99
143603,mazowieckie,zwoleński,Przyłęk,26,25,1,0,0,59,6,49,4,0,0,1,0,0,1,86
143604,mazowieckie,zwoleński,Tczów,18,18,0,0,0,25,0,24,1,0,0,1,0,1,0,44
143605,mazowieckie,zwoleński,Zwoleń,36,35,1,0,0,167,4,162,1,0,0,10,1,6,3,213
143701,mazowieckie,żuromiński,Bieżuń,17,17,0,0,0,56,1,55,0,0,0,3,0,2,1,76
143702,mazowieckie,żuromiński,Kuczbork-Osada,23,23,0,0,0,87,2,85,0,0,0,1,0,1,0,111
143703,mazowieckie,żuromiński,Lubowidz,24,22,2,0,0,34,3,31,0,0,0,0,0,0,0,58
143704,mazowieckie,żuromiński,Lutocin,7,7,0,0,0,41,1,40,0,0,0,0,0,0,0,48
143705,mazowieckie,żuromiński,Siemiątkowo,13,11,2,0,0,36,1,35,0,0,0,1,0,1,0,50
143706,mazowieckie,żuromiński,Żuromin,35,34,0,0,1,151,9,140,2,0,0,9,0,5,4,195
143801,mazowieckie,żyrardowski,Żyrardów,115,113,2,0,0,287,64,221,2,0,0,51,1,40,10,453
143802,mazowieckie,żyrardowski,Mszczonów,93,82,11,0,0,142,16,121,5,0,0,22,2,13,7,257
143803,mazowieckie,żyrardowski,Puszcza Mariańska,42,41,1,0,0,93,6,84,3,0,0,7,0,7,0,142
143804,mazowieckie,żyrardowski,Radziejowice,37,35,2,0,0,113,2,109,2,0,0,20,0,12,8,170
143805,mazowieckie,żyrardowski,Wiskitki,95,88,5,2,0,100,11,82,7,0,0,16,0,15,1,211
146101,mazowieckie,Ostrołęka,Ostrołęka,79,78,1,0,0,236,65,170,1,0,0,80,0,56,24,395
146201,mazowieckie,Płock,Płock,230,229,1,0,0,995,239,733,23,0,0,74,5,42,27,1299
146301,mazowieckie,Radom,Radom,532,518,14,0,0,1279,314,955,9,1,0,246,8,114,124,2057
146401,mazowieckie,Siedlce,Siedlce,129,125,4,0,0,432,57,370,5,0,0,212,7,70,135,773
146501,mazowieckie,Warszawa,Warszawa,784,782,2,0,0,2252,640,1567,43,2,0,599,9,272,318,3635
146502,mazowieckie,Warszawa,Warszawa,171,170,1,0,0,632,178,445,8,1,0,262,8,75,179,1065
146503,mazowieckie,Warszawa,Warszawa,230,227,2,0,1,651,130,507,14,0,0,297,8,83,206,1178
146504,mazowieckie,Warszawa,Warszawa,219,216,3,0,0,766,195,556,15,0,0,256,2,97,157,1241
146505,mazowieckie,Warszawa,Warszawa,378,375,3,0,0,1409,404,987,17,1,0,654,4,133,517,2441
146506,mazowieckie,Warszawa,Warszawa,146,146,0,0,0,509,145,349,15,0,0,174,2,43,129,829
146507,mazowieckie,Warszawa,Warszawa,320,319,1,0,0,1314,418,883,12,1,0,432,5,128,299,2066
146508,mazowieckie,Warszawa,Warszawa,221,218,3,0,0,428,130,289,9,0,0,171,0,54,117,820
146509,mazowieckie,Warszawa,Warszawa,58,56,2,0,0,184,30,153,1,0,0,41,1,18,22,283
146510,mazowieckie,Warszawa,Warszawa,344,343,1,0,0,952,364,569,19,0,0,743,5,105,633,2039
146511,mazowieckie,Warszawa,Warszawa,241,240,1,0,0,610,169,432,8,1,0,260,7,96,157,1111
146512,mazowieckie,Warszawa,Warszawa,68,68,0,0,0,301,97,201,3,0,0,137,8,39,90,506
146513,mazowieckie,Warszawa,Warszawa,166,166,0,0,0,605,151,443,11,0,0,298,6,84,208,1069
146514,mazowieckie,Warszawa,Warszawa,188,183,5,0,0,596,123,465,7,1,0,144,3,81,60,928
146515,mazowieckie,Warszawa,Warszawa,31,30,1,0,0,110,24,85,1,0,0,25,2,14,9,166
146516,mazowieckie,Warszawa,Warszawa,83,83,0,0,0,286,72,211,2,1,0,131,0,36,95,500
146517,mazowieckie,Warszawa,Warszawa,154,153,1,0,0,385,107,274,4,0,0,275,1,68,206,814
146518,mazowieckie,Warszawa,Warszawa,372,370,2,0,0,790,253,530,7,0,0,416,5,75,336,1578
146519,mazowieckie,Warszawa,Warszawa,78,78,0,0,0,359,80,274,4,1,0,141,1,28,112,578
160101,opolskie,brzeski,Brzeg,83,81,2,0,0,398,97,289,7,5,0,58,6,48,4,539
160102,opolskie,brzeski,Skarbimierz,45,43,2,0,0,95,14,72,9,0,0,13,2,8,3,153
160103,opolskie,brzeski,Grodków,88,83,4,1,0,284,37,231,12,4,0,13,0,12,1,385
160104,opolskie,brzeski,Lewin Brzeski,51,48,3,0,0,427,67,336,17,5,2,50,0,48,2,528
160105,opolskie,brzeski,Lubsza,62,57,5,0,0,104,25,73,4,2,0,10,1,8,1,176
160106,opolskie,brzeski,Olszanka,22,20,2,0,0,55,10,35,9,1,0,2,0,2,0,79
160201,opolskie,głubczycki,Baborów,23,21,2,0,0,100,10,90,0,0,0,3,1,2,0,126
160202,opolskie,głubczycki,Branice,22,19,2,1,0,156,7,143,6,0,0,13,0,8,5,191
160203,opolskie,głubczycki,Głubczyce,58,58,0,0,0,353,27,320,6,0,0,31,1,30,0,442
160204,opolskie,głubczycki,Kietrz,22,22,0,0,0,224,13,211,0,0,0,12,0,12,0,258
160301,opolskie,kędzierzyńsko-kozielski,Kędzierzyn-Koźle,116,114,2,0,0,597,68,502,23,4,0,76,1,61,14,789
160302,opolskie,kędzierzyńsko-kozielski,Bierawa,28,26,2,0,0,96,9,75,8,4,0,10,0,10,0,134
160303,opolskie,kędzierzyńsko-kozielski,Cisek,17,16,1,0,0,69,6,56,5,2,0,1,0,1,0,87
160304,opolskie,kędzierzyńsko-kozielski,Pawłowiczki,23,22,0,1,0,75,2,65,8,0,0,2,0,2,0,100
160305,opolskie,kędzierzyńsko-kozielski,Polska Cerekiew,23,22,1,0,0,40,1,38,1,0,0,3,0,1,2,66
160306,opolskie,kędzierzyńsko-kozielski,Reńska Wieś,23,21,2,0,0,85,8,75,1,1,0,7,1,6,0,115
160401,opolskie,kluczborski,Byczyna,33,30,1,2,0,105,4,101,0,0,0,12,1,10,1,150
160402,opolskie,kluczborski,Kluczbork,96,89,5,2,0,313,25,275,10,3,0,41,3,33,5,450
160403,opolskie,kluczborski,Lasowice Wielkie,22,22,0,0,0,73,6,65,2,0,0,1,0,1,0,96
160404,opolskie,kluczborski,Wołczyn,61,59,2,0,0,132,7,120,5,0,0,13,0,11,2,206
160501,opolskie,krapkowicki,Gogolin,35,33,1,1,0,184,22,157,5,0,0,20,0,15,5,239
160502,opolskie,krapkowicki,Krapkowice,58,56,2,0,0,260,35,214,11,0,0,25,0,24,1,343
160503,opolskie,krapkowicki,Strzeleczki,32,31,1,0,0,124,7,112,3,2,0,5,0,5,0,161
160504,opolskie,krapkowicki,Walce,10,10,0,0,0,43,3,38,2,0,0,4,0,4,0,57
160505,opolskie,krapkowicki,Zdzieszowice,34,32,2,0,0,139,25,109,5,0,0,20,0,20,0,193
160601,opolskie,namysłowski,Domaszowice,20,20,0,0,0,51,2,46,3,0,0,0,0,0,0,71
160602,opolskie,namysłowski,Namysłów,59,54,5,0,0,327,22,298,5,2,0,31,0,24,7,417
160603,opolskie,namysłowski,Pokój,14,13,1,0,0,82,4,75,3,0,0,5,0,5,0,101
160604,opolskie,namysłowski,Świerczów,8,6,2,0,0,72,1,67,4,0,0,4,0,4,0,84
160605,opolskie,namysłowski,Wilków,18,16,2,0,0,41,0,40,1,0,0,7,2,4,1,66
160701,opolskie,nyski,Głuchołazy,109,99,10,0,0,745,117,574,46,5,3,61,4,49,8,915
160702,opolskie,nyski,Kamiennik,16,13,3,0,0,52,8,43,1,0,0,1,0,1,0,69
160703,opolskie,nyski,Korfantów,25,25,0,0,0,189,18,162,9,0,0,6,0,6,0,220
160704,opolskie,nyski,Łambinowice,40,38,2,0,0,137,13,116,8,0,0,5,0,4,1,182
160705,opolskie,nyski,Nysa,147,144,2,1,0,1007,208,768,25,4,2,101,4,80,17,1255
160706,opolskie,nyski,Otmuchów,46,42,4,0,0,268,29,232,6,1,0,18,0,18,0,332
160707,opolskie,nyski,Paczków,37,36,1,0,0,320,18,294,7,1,0,20,1,19,0,377
160708,opolskie,nyski,Pakosławice,16,15,1,0,0,51,4,44,3,0,0,1,0,1,0,68
160709,opolskie,nyski,Skoroszyce,31,28,3,0,0,99,8,86,5,0,0,1,0,1,0,131
160801,opolskie,oleski,Dobrodzień,24,22,2,0,0,102,6,93,3,0,0,6,1,1,4,132
160802,opolskie,oleski,Gorzów Śląski,18,16,2,0,0,70,4,64,2,0,0,5,1,4,0,93
160803,opolskie,oleski,Olesno,39,39,0,0,0,247,25,217,5,0,0,9,0,8,1,295
160804,opolskie,oleski,Praszka,15,15,0,0,0,152,9,137,6,0,0,3,0,3,0,170
160805,opolskie,oleski,Radłów,5,5,0,0,0,45,4,41,0,0,0,3,0,3,0,53
160806,opolskie,oleski,Rudniki,10,10,0,0,0,84,8,74,2,0,0,4,0,4,0,98
160807,opolskie,oleski,Zębowice,10,10,0,0,0,50,4,45,0,1,0,1,0,1,0,61
160901,opolskie,opolski,Chrząstowice,20,19,1,0,0,55,3,51,1,0,0,6,0,6,0,81
160902,opolskie,opolski,Dąbrowa,38,35,3,0,0,82,9,60,12,1,0,7,1,5,1,127
160903,opolskie,opolski,Dobrzeń Wielki,16,16,0,0,0,70,7,57,4,2,0,5,0,5,0,91
160904,opolskie,opolski,Komprachcice,11,11,0,0,0,41,13,28,0,0,0,6,1,5,0,58
160905,opolskie,opolski,Łubniany,16,16,0,0,0,68,8,58,2,0,0,6,0,6,0,90
160906,opolskie,opolski,Murów,15,15,0,0,0,52,3,47,2,0,0,3,0,3,0,70
160907,opolskie,opolski,Niemodlin,51,47,4,0,0,164,13,137,11,3,0,18,0,17,1,233
160908,opolskie,opolski,Ozimek,36,33,3,0,0,148,24,122,1,1,0,15,1,14,0,199
160909,opolskie,opolski,Popielów,23,23,0,0,0,80,9,67,2,2,0,2,0,2,0,105
160910,opolskie,opolski,Prószków,15,15,0,0,0,77,14,53,10,0,0,6,0,5,1,98
160911,opolskie,opolski,Tarnów Opolski,18,17,1,0,0,65,12,47,6,0,0,6,0,6,0,89
160912,opolskie,opolski,Tułowice,13,13,0,0,0,44,3,37,3,1,0,8,0,8,0,65
160913,opolskie,opolski,Turawa,30,28,2,0,0,132,10,114,8,0,0,11,0,7,4,173
161001,opolskie,prudnicki,Biała,39,30,6,2,1,191,13,168,10,0,0,8,0,8,0,238
161002,opolskie,prudnicki,Głogówek,27,24,2,1,0,380,18,349,11,2,0,36,0,36,0,443
161003,opolskie,prudnicki,Lubrza,14,10,2,2,0,140,8,126,6,0,0,6,0,5,1,160
161004,opolskie,prudnicki,Prudnik,41,38,2,1,0,555,66,467,19,3,0,60,1,49,10,656
161101,opolskie,strzelecki,Izbicko,11,10,1,0,0,53,2,51,0,0,0,2,0,1,1,66
161102,opolskie,strzelecki,Jemielnica,16,16,0,0,0,50,2,48,0,0,0,7,1,6,0,73
161103,opolskie,strzelecki,Kolonowskie,13,13,0,0,0,45,1,42,2,0,0,2,0,2,0,60
161104,opolskie,strzelecki,Leśnica,35,35,0,0,0,121,3,113,5,0,0,15,0,14,1,171
161105,opolskie,strzelecki,Strzelce Opolskie,87,81,5,1,0,276,14,257,5,0,0,38,0,33,5,401
161106,opolskie,strzelecki,Ujazd,19,19,0,0,0,73,3,66,3,1,0,10,0,10,0,102
161107,opolskie,strzelecki,Zawadzkie,21,20,1,0,0,76,4,72,0,0,0,15,0,15,0,112
166101,opolskie,Opole,Opole,222,214,8,0,0,992,163,796,27,6,0,362,3,176,183,1576
180103,podkarpackie,bieszczadzki,Czarna,7,5,2,0,0,63,5,58,0,0,0,1,0,1,0,71
180105,podkarpackie,bieszczadzki,Lutowiska,12,10,2,0,0,60,3,56,0,1,0,11,0,6,5,83
180108,podkarpackie,bieszczadzki,Ustrzyki Dolne,42,39,2,1,0,300,18,280,2,0,0,14,0,10,4,356
180201,podkarpackie,brzozowski,Brzozów,41,39,2,0,0,334,7,321,6,0,0,11,0,6,5,386
180202,podkarpackie,brzozowski,Domaradz,4,4,0,0,0,82,2,75,5,0,0,3,0,3,0,89
180203,podkarpackie,brzozowski,Dydnia,21,20,1,0,0,116,2,109,5,0,0,1,0,1,0,138
180204,podkarpackie,brzozowski,Haczów,16,15,1,0,0,165,7,155,3,0,0,1,0,0,1,182
180205,podkarpackie,brzozowski,Jasienica Rosielna,13,13,0,0,0,76,4,72,0,0,0,6,0,2,4,95
180206,podkarpackie,brzozowski,Nozdrzec,17,16,1,0,0,117,2,112,3,0,0,0,0,0,0,134
180301,podkarpackie,dębicki,Dębica,47,46,1,0,0,256,22,227,7,0,0,44,1,9,34,347
180302,podkarpackie,dębicki,Brzostek,17,15,2,0,0,259,4,247,8,0,0,1,0,1,0,277
180303,podkarpackie,dębicki,Czarna,42,41,1,0,0,204,4,194,6,0,0,2,0,2,0,248
180304,podkarpackie,dębicki,Dębica,51,50,1,0,0,274,8,259,7,0,0,25,0,3,22,350
180305,podkarpackie,dębicki,Jodłowa,14,10,4,0,0,30,0,28,2,0,0,1,0,1,0,45
180306,podkarpackie,dębicki,Pilzno,37,34,3,0,0,240,4,230,6,0,0,2,1,1,0,279
180307,podkarpackie,dębicki,Żyraków,31,30,1,0,0,179,12,162,5,0,0,4,0,4,0,214
180401,podkarpackie,jarosławski,Jarosław,60,59,1,0,0,256,42,212,2,0,0,23,0,5,18,339
180402,podkarpackie,jarosławski,Radymno,7,7,0,0,0,38,4,34,0,0,0,5,1,0,4,50
180403,podkarpackie,jarosławski,Chłopice,14,14,0,0,0,52,1,51,0,0,0,0,0,0,0,66
180404,podkarpackie,jarosławski,Jarosław,40,38,1,0,1,71,10,60,1,0,0,3,0,2,1,114
180405,podkarpackie,jarosławski,Laszki,26,24,2,0,0,62,3,57,1,1,0,3,0,2,1,91
180406,podkarpackie,jarosławski,Pawłosiów,20,18,2,0,0,83,2,81,0,0,0,3,2,1,0,106
180407,podkarpackie,jarosławski,Pruchnik,24,24,0,0,0,109,10,99,0,0,0,2,0,1,1,135
180408,podkarpackie,jarosławski,Radymno,41,41,0,0,0,100,10,87,3,0,0,1,0,0,1,142
180409,podkarpackie,jarosławski,Rokietnica,10,10,0,0,0,31,1,30,0,0,0,2,1,1,0,43
180410,podkarpackie,jarosławski,Roźwienica,16,16,0,0,0,95,7,87,1,0,0,3,0,2,1,114
180411,podkarpackie,jarosławski,Wiązownica,35,34,1,0,0,110,13,93,4,0,0,1,0,1,0,146
180501,podkarpackie,jasielski,Jasło,52,51,1,0,0,266,18,245,3,0,0,28,0,10,18,346
180502,podkarpackie,jasielski,Brzyska,10,10,0,0,0,95,5,89,1,0,0,0,0,0,0,105
180503,podkarpackie,jasielski,Dębowiec,42,42,0,0,0,113,3,109,1,0,0,11,1,2,8,166
180504,podkarpackie,jasielski,Jasło,48,48,0,0,0,230,4,223,3,0,0,2,0,1,1,280
180505,podkarpackie,jasielski,Kołaczyce,15,15,0,0,0,146,3,141,2,0,0,0,0,0,0,161
180506,podkarpackie,jasielski,Krempna,9,9,0,0,0,29,0,28,1,0,0,1,0,1,0,39
180507,podkarpackie,jasielski,Nowy Żmigród,60,60,0,0,0,89,6,81,2,0,0,2,0,1,1,151
180508,podkarpackie,jasielski,Osiek Jasielski,32,31,1,0,0,43,6,37,0,0,0,1,0,1,0,76
180509,podkarpackie,jasielski,Skołyszyn,23,23,0,0,0,199,5,191,3,0,0,3,0,1,2,225
180511,podkarpackie,jasielski,Tarnowiec,34,34,0,0,0,125,5,119,1,0,0,1,0,1,0,160
180601,podkarpackie,kolbuszowski,Cmolas,24,22,2,0,0,67,1,60,6,0,0,3,0,3,0,94
180602,podkarpackie,kolbuszowski,Kolbuszowa,54,52,2,0,0,280,12,264,4,0,0,18,0,6,12,352
180603,podkarpackie,kolbuszowski,Majdan Królewski,32,28,4,0,0,129,3,125,1,0,0,0,0,0,0,161
180604,podkarpackie,kolbuszowski,Niwiska,11,9,2,0,0,60,1,59,0,0,0,1,0,1,0,72
180605,podkarpackie,kolbuszowski,Raniżów,19,19,0,0,0,61,3,58,0,0,0,0,0,0,0,80
180606,podkarpackie,kolbuszowski,Dzikowiec,11,10,1,0,0,83,7,71,5,0,0,2,0,2,0,96
180701,podkarpackie,krośnieński,Chorkówka,70,68,2,0,0,172,22,145,5,0,0,4,0,3,1,246
180702,podkarpackie,krośnieński,Dukla,56,53,3,0,0,227,29,196,2,0,0,10,0,6,4,293
180703,podkarpackie,krośnieński,Iwonicz-Zdrój,13,12,1,0,0,96,3,87,6,0,0,8,1,2,5,117
180704,podkarpackie,krośnieński,Jedlicze,70,67,3,0,0,263,17,237,9,0,0,10,1,7,2,343
180705,podkarpackie,krośnieński,Korczyna,10,10,0,0,0,170,11,154,5,0,0,10,0,5,5,190
180706,podkarpackie,krośnieński,Krościenko Wyżne,19,19,0,0,0,68,5,61,2,0,0,4,0,4,0,91
180707,podkarpackie,krośnieński,Miejsce Piastowe,35,34,1,0,0,164,20,143,1,0,0,9,0,7,2,208
180708,podkarpackie,krośnieński,Rymanów,64,62,2,0,0,201,14,183,4,0,0,15,0,7,8,280
180709,podkarpackie,krośnieński,Wojaszówka,23,22,1,0,0,175,8,164,3,0,0,3,1,2,0,201
180710,podkarpackie,krośnieński,Jaśliska,11,11,0,0,0,32,4,27,1,0,0,7,0,0,7,50
180801,podkarpackie,leżajski,Leżajsk,19,19,0,0,0,187,73,112,2,0,0,5,0,3,2,211
180802,podkarpackie,leżajski,Grodzisko Dolne,12,12,0,0,0,66,1,63,1,1,0,1,0,1,0,79
180803,podkarpackie,leżajski,Kuryłówka,16,14,2,0,0,77,9,64,4,0,0,1,0,1,0,94
180804,podkarpackie,leżajski,Leżajsk,52,50,2,0,0,138,14,121,3,0,0,6,0,0,6,196
180805,podkarpackie,leżajski,Nowa Sarzyna,95,90,4,1,0,169,16,148,5,0,0,4,0,2,2,268
180901,podkarpackie,lubaczowski,Lubaczów,21,19,2,0,0,146,17,126,3,0,0,5,0,4,1,172
180902,podkarpackie,lubaczowski,Cieszanów,24,20,2,2,0,86,7,73,6,0,0,1,0,1,0,111
180903,podkarpackie,lubaczowski,Horyniec-Zdrój,12,12,0,0,0,64,5,58,1,0,0,4,0,2,2,80
180904,podkarpackie,lubaczowski,Lubaczów,22,22,0,0,0,85,5,80,0,0,0,1,0,1,0,108
180905,podkarpackie,lubaczowski,Narol,20,19,1,0,0,130,6,123,1,0,0,7,1,2,4,157
180906,podkarpackie,lubaczowski,Oleszyce,16,15,1,0,0,52,1,51,0,0,0,0,0,0,0,68
180907,podkarpackie,lubaczowski,Stary Dzików,20,19,1,0,0,36,1,35,0,0,0,1,1,0,0,57
180908,podkarpackie,lubaczowski,Wielkie Oczy,7,7,0,0,0,37,2,35,0,0,0,1,0,1,0,45
181001,podkarpackie,łańcucki,Łańcut,28,26,2,0,0,157,19,138,0,0,0,10,0,5,5,195
181002,podkarpackie,łańcucki,Białobrzegi,17,17,0,0,0,74,2,70,2,0,0,0,0,0,0,91
181003,podkarpackie,łańcucki,Czarna,31,31,0,0,0,70,3,64,3,0,0,5,0,2,3,106
181004,podkarpackie,łańcucki,Łańcut,30,29,1,0,0,145,4,139,2,0,0,13,0,9,4,188
181005,podkarpackie,łańcucki,Markowa,17,16,1,0,0,48,4,42,2,0,0,0,0,0,0,65
181006,podkarpackie,łańcucki,Rakszawa,13,13,0,0,0,48,4,44,0,0,0,1,0,0,1,62
181007,podkarpackie,łańcucki,Żołynia,18,18,0,0,0,56,5,49,2,0,0,1,0,0,1,75
181101,podkarpackie,mielecki,Mielec,95,93,1,0,1,475,87,386,2,0,0,67,1,15,51,637
181102,podkarpackie,mielecki,Borowa,6,6,0,0,0,26,2,22,2,0,0,1,0,1,0,33
181103,podkarpackie,mielecki,Czermin,16,15,1,0,0,33,3,30,0,0,0,1,0,1,0,50
181104,podkarpackie,mielecki,Gawłuszowice,8,8,0,0,0,19,1,16,2,0,0,0,0,0,0,27
181105,podkarpackie,mielecki,Mielec,48,44,4,0,0,92,3,89,0,0,0,4,0,4,0,144
181106,podkarpackie,mielecki,Padew Narodowa,18,15,3,0,0,28,2,25,1,0,0,2,0,2,0,48
181107,podkarpackie,mielecki,Przecław,28,28,0,0,0,120,4,113,2,1,0,0,0,0,0,148
181108,podkarpackie,mielecki,Radomyśl Wielki,28,26,2,0,0,129,7,119,3,0,0,3,0,2,1,160
181109,podkarpackie,mielecki,Tuszów Narodowy,26,23,3,0,0,60,1,57,2,0,0,3,1,1,1,89
181110,podkarpackie,mielecki,Wadowice Górne,17,16,1,0,0,55,2,52,1,0,0,1,0,1,0,73
181201,podkarpackie,niżański,Harasiuki,14,13,1,0,0,59,1,57,1,0,0,2,0,2,0,75
181202,podkarpackie,niżański,Jarocin,22,20,2,0,0,47,3,43,1,0,0,1,0,0,1,70
181203,podkarpackie,niżański,Jeżowe,39,38,1,0,0,77,1,76,0,0,0,4,1,2,1,120
181204,podkarpackie,niżański,Krzeszów,13,12,1,0,0,38,0,37,1,0,0,1,0,1,0,52
181205,podkarpackie,niżański,Nisko,85,75,6,4,0,167,12,151,4,0,0,12,0,9,3,264
181206,podkarpackie,niżański,Rudnik nad Sanem,59,56,2,1,0,106,3,102,1,0,0,6,0,5,1,171
181207,podkarpackie,niżański,Ulanów,45,45,0,0,0,74,2,72,0,0,0,3,1,2,0,122
181301,podkarpackie,przemyski,Bircza,25,25,0,0,0,96,11,82,3,0,0,1,1,0,0,122
181302,podkarpackie,przemyski,Dubiecko,29,26,3,0,0,201,30,170,1,0,0,5,1,4,0,235
181303,podkarpackie,przemyski,Fredropol,39,37,2,0,0,107,18,88,1,0,0,1,0,1,0,147
181304,podkarpackie,przemyski,Krasiczyn,17,16,1,0,0,57,9,48,0,0,0,1,0,1,0,75
181305,podkarpackie,przemyski,Krzywcza,16,16,0,0,0,58,8,49,1,0,0,2,0,2,0,76
181306,podkarpackie,przemyski,Medyka,24,24,0,0,0,72,6,64,2,0,0,5,0,2,3,101
181307,podkarpackie,przemyski,Orły,23,23,0,0,0,88,5,82,1,0,0,4,0,3,1,115
181308,podkarpackie,przemyski,Przemyśl,18,17,1,0,0,109,19,90,0,0,0,3,0,2,1,130
181309,podkarpackie,przemyski,Stubno,15,13,1,1,0,34,1,33,0,0,0,1,0,1,0,50
181310,podkarpackie,przemyski,Żurawica,21,19,2,0,0,131,12,117,2,0,0,5,0,3,2,157
181401,podkarpackie,przeworski,Przeworsk,17,16,1,0,0,119,15,104,0,0,0,12,0,5,7,148
181402,podkarpackie,przeworski,Adamówka,12,8,4,0,0,29,3,26,0,0,0,1,1,0,0,42
181403,podkarpackie,przeworski,Gać,6,6,0,0,0,36,0,36,0,0,0,1,0,1,0,43
181404,podkarpackie,przeworski,Jawornik Polski,23,21,1,0,1,143,6,137,0,0,0,2,0,2,0,168
181405,podkarpackie,przeworski,Kańczuga,25,25,0,0,0,96,1,95,0,0,0,2,0,2,0,123
181406,podkarpackie,przeworski,Przeworsk,18,18,0,0,0,112,3,106,3,0,0,7,0,6,1,137
181407,podkarpackie,przeworski,Sieniawa,11,10,1,0,0,74,3,71,0,0,0,1,0,1,0,86
181408,podkarpackie,przeworski,Tryńcza,18,16,2,0,0,37,1,34,2,0,0,1,0,1,0,56
181409,podkarpackie,przeworski,Zarzecze,9,9,0,0,0,40,0,40,0,0,0,1,0,1,0,50
181501,podkarpackie,ropczycko-sędziszowski,Iwierzyce,12,12,0,0,0,70,15,52,3,0,0,1,0,0,1,83
181502,podkarpackie,ropczycko-sędziszowski,Ostrów,22,22,0,0,0,74,14,58,2,0,0,0,0,0,0,96
181503,podkarpackie,ropczycko-sędziszowski,Ropczyce,44,43,1,0,0,254,40,214,0,0,0,7,0,3,4,305
181504,podkarpackie,ropczycko-sędziszowski,Sędziszów Małopolski,60,55,5,0,0,264,28,222,14,0,0,28,0,3,25,352
181505,podkarpackie,ropczycko-sędziszowski,Wielopole Skrzyńskie,6,6,0,0,0,111,10,98,3,0,0,0,0,0,0,117
181601,podkarpackie,rzeszowski,Dynów,5,5,0,0,0,48,7,40,1,0,0,2,0,1,1,55
181602,podkarpackie,rzeszowski,Błażowa,19,18,1,0,0,70,3,65,2,0,0,1,0,0,1,90
181603,podkarpackie,rzeszowski,Boguchwała,40,39,1,0,0,146,13,133,0,0,0,6,0,5,1,192
181604,podkarpackie,rzeszowski,Chmielnik,12,12,0,0,0,36,0,36,0,0,0,1,0,0,1,49
181605,podkarpackie,rzeszowski,Dynów,16,16,0,0,0,199,8,191,0,0,0,0,0,0,0,215
181606,podkarpackie,rzeszowski,Głogów Małopolski,54,51,3,0,0,131,11,117,3,0,0,6,0,1,5,191
181607,podkarpackie,rzeszowski,Hyżne,9,9,0,0,0,38,1,37,0,0,0,0,0,0,0,47
181608,podkarpackie,rzeszowski,Kamień,18,15,3,0,0,15,1,13,1,0,0,0,0,0,0,33
181609,podkarpackie,rzeszowski,Krasne,30,30,0,0,0,45,3,42,0,0,0,13,0,4,9,88
181610,podkarpackie,rzeszowski,Lubenia,11,11,0,0,0,73,3,70,0,0,0,2,0,1,1,86
181611,podkarpackie,rzeszowski,Sokołów Małopolski,43,41,2,0,0,55,3,50,2,0,0,3,0,1,2,101
181612,podkarpackie,rzeszowski,Świlcza,38,36,2,0,0,91,9,79,3,0,0,4,0,4,0,133
181613,podkarpackie,rzeszowski,Trzebownisko,47,46,1,0,0,95,7,81,7,0,0,21,3,2,16,163
181614,podkarpackie,rzeszowski,Tyczyn,15,14,1,0,0,97,8,86,3,0,0,1,0,1,0,113
181701,podkarpackie,sanocki,Sanok,58,57,1,0,0,316,72,240,4,0,0,18,1,10,7,392
181702,podkarpackie,sanocki,Besko,5,5,0,0,0,31,3,28,0,0,0,3,0,3,0,39
181703,podkarpackie,sanocki,Bukowsko,19,18,1,0,0,72,10,62,0,0,0,4,1,3,0,95
181704,podkarpackie,sanocki,Komańcza,17,14,3,0,0,65,7,57,1,0,0,3,0,2,1,85
