TERYT,Województwo,Powiat,Gmina,RAZEM Pożar (P),Mały (P/M),Średni (P/Ś),Duży (P/D),Bardzo duży (P/BD),RAZEM Miejscowe zagrożenie (MZ),Małe (MZ/M),Lokalne (MZ/L),Średnie (MZ/Ś),Duże (MZ/D),Gigantyczne lub klęska żywiołowa (MZ/K),RAZEM Alarm fałszywy (AF),Złośliwy (A/Z),W dobrej wierze (A/DW),Z instalacji wykrywania (A/IW),OGÓŁEM
281507,warmińsko-mazurskie,ostródzki,Miłomłyn,18,18,0,0,0,51,3,47,1,0,0,6,0,3,3,75
281508,warmińsko-mazurskie,ostródzki,Morąg,50,48,1,0,1,179,17,156,6,0,0,48,0,45,3,277
281509,warmińsko-mazurskie,ostródzki,Ostróda,55,53,2,0,0,169,18,144,7,0,0,54,0,33,21,278
281601,warmińsko-mazurskie,piski,Biała Piska,35,33,2,0,0,144,14,129,1,0,0,13,1,7,5,192
281602,warmińsko-mazurskie,piski,Orzysz,27,26,1,0,0,154,11,137,6,0,0,14,0,12,2,195
281603,warmińsko-mazurskie,piski,Pisz,69,66,2,1,0,304,36,263,5,0,0,53,0,38,15,426
281604,warmińsko-mazurskie,piski,Ruciane-Nida,26,24,2,0,0,258,15,237,5,1,0,28,0,25,3,312
281701,warmińsko-mazurskie,szczycieński,Szczytno,31,31,0,0,0,171,45,125,1,0,0,45,0,23,22,247
281702,warmińsko-mazurskie,szczycieński,Dźwierzuty,27,24,3,0,0,79,5,69,5,0,0,4,0,2,2,110
281703,warmińsko-mazurskie,szczycieński,Jedwabno,29,28,1,0,0,95,9,84,2,0,0,14,0,8,6,138
281704,warmińsko-mazurskie,szczycieński,Pasym,18,16,2,0,0,113,12,99,2,0,0,7,0,7,0,138
281705,warmińsko-mazurskie,szczycieński,Rozogi,22,19,3,0,0,61,2,56,2,1,0,4,1,3,0,87
281706,warmińsko-mazurskie,szczycieński,Szczytno,54,50,3,1,0,144,12,127,5,0,0,9,0,9,0,207
281707,warmińsko-mazurskie,szczycieński,Świętajno,21,20,0,1,0,80,5,73,2,0,0,6,0,5,1,107
281708,warmińsko-mazurskie,szczycieński,Wielbark,33,33,0,0,0,72,7,65,0,0,0,7,0,4,3,112
281801,warmińsko-mazurskie,gołdapski,Banie Mazurskie,17,16,1,0,0,63,3,58,2,0,0,0,0,0,0,80
281802,warmińsko-mazurskie,gołdapski,Dubeninki,14,13,1,0,0,42,1,41,0,0,0,4,0,3,1,60
281803,warmińsko-mazurskie,gołdapski,Gołdap,49,49,0,0,0,207,17,184,6,0,0,47,8,23,16,303
281901,warmińsko-mazurskie,węgorzewski,Budry,7,7,0,0,0,47,0,47,0,0,0,17,0,2,15,71
281902,warmińsko-mazurskie,węgorzewski,Pozezdrze,28,25,2,1,0,88,8,77,3,0,0,6,1,5,0,122
281903,warmińsko-mazurskie,węgorzewski,Węgorzewo,74,71,3,0,0,236,25,209,2,0,0,23,1,20,2,333
286101,warmińsko-mazurskie,Elbląg,Elbląg,226,220,5,0,1,608,197,406,5,0,0,209,6,160,43,1043
286201,warmińsko-mazurskie,Olsztyn,Olsztyn,322,318,3,1,0,873,213,636,23,1,0,456,8,209,239,1651
300101,wielkopolskie,chodzieski,Chodzież,32,30,2,0,0,148,18,125,5,0,0,10,0,8,2,190
300102,wielkopolskie,chodzieski,Budzyń,13,12,1,0,0,111,3,104,3,1,0,8,0,6,2,132
300103,wielkopolskie,chodzieski,Chodzież,22,21,1,0,0,80,5,73,2,0,0,11,0,6,5,113
300104,wielkopolskie,chodzieski,Margonin,9,8,0,1,0,56,7,47,2,0,0,6,0,5,1,71
300105,wielkopolskie,chodzieski,Szamocin,23,21,2,0,0,68,11,56,1,0,0,5,0,3,2,96
300201,wielkopolskie,czarnkowsko-trzcianecki,Czarnków,31,31,0,0,0,68,8,58,2,0,0,15,0,12,3,114
300202,wielkopolskie,czarnkowsko-trzcianecki,Czarnków,47,42,4,1,0,103,3,96,4,0,0,9,0,8,1,159
300203,wielkopolskie,czarnkowsko-trzcianecki,Drawsko,18,18,0,0,0,52,0,51,1,0,0,2,0,2,0,72
300204,wielkopolskie,czarnkowsko-trzcianecki,Krzyż Wielkopolski,19,18,1,0,0,76,3,70,3,0,0,11,0,7,4,106
300205,wielkopolskie,czarnkowsko-trzcianecki,Lubasz,30,30,0,0,0,92,2,87,3,0,0,6,0,6,0,128
300206,wielkopolskie,czarnkowsko-trzcianecki,Połajewo,15,15,0,0,0,48,4,43,1,0,0,2,0,2,0,65
300207,wielkopolskie,czarnkowsko-trzcianecki,Trzcianka,71,67,4,0,0,171,13,150,8,0,0,28,0,25,3,270
300208,wielkopolskie,czarnkowsko-trzcianecki,Wieleń,57,54,3,0,0,110,2,99,9,0,0,13,0,10,3,180
300301,wielkopolskie,gnieźnieński,Gniezno,79,79,0,0,0,537,60,473,4,0,0,230,3,120,107,846
300302,wielkopolskie,gnieźnieński,Czerniejewo,23,23,0,0,0,63,8,52,3,0,0,5,0,3,2,91
300303,wielkopolskie,gnieźnieński,Gniezno,38,35,2,0,1,148,9,137,2,0,0,20,0,12,8,206
300304,wielkopolskie,gnieźnieński,Kiszkowo,13,13,0,0,0,89,6,82,1,0,0,9,3,5,1,111
300305,wielkopolskie,gnieźnieński,Kłecko,12,10,1,1,0,71,1,70,0,0,0,8,0,7,1,91
300306,wielkopolskie,gnieźnieński,Łubowo,21,19,2,0,0,91,8,82,1,0,0,14,0,9,5,126
300307,wielkopolskie,gnieźnieński,Mieleszyn,14,12,1,1,0,64,3,61,0,0,0,6,0,2,4,84
300308,wielkopolskie,gnieźnieński,Niechanowo,10,9,0,1,0,29,1,27,1,0,0,4,0,4,0,43
300309,wielkopolskie,gnieźnieński,Trzemeszno,34,33,1,0,0,140,12,119,7,2,0,25,1,22,2,199
300310,wielkopolskie,gnieźnieński,Witkowo,23,21,2,0,0,110,9,100,1,0,0,18,0,16,2,151
300401,wielkopolskie,gostyński,Borek Wielkopolski,17,17,0,0,0,126,1,123,2,0,0,0,0,0,0,143
300402,wielkopolskie,gostyński,Gostyń,30,30,0,0,0,221,16,203,2,0,0,28,0,16,12,279
300403,wielkopolskie,gostyński,Krobia,24,22,2,0,0,93,6,87,0,0,0,11,0,8,3,128
300404,wielkopolskie,gostyński,Pępowo,12,12,0,0,0,73,2,70,1,0,0,4,0,3,1,89
300405,wielkopolskie,gostyński,Piaski,12,11,1,0,0,58,0,58,0,0,0,7,0,5,2,77
300406,wielkopolskie,gostyński,Pogorzela,11,11,0,0,0,69,9,55,5,0,0,0,0,0,0,80
300407,wielkopolskie,gostyński,Poniec,17,15,1,1,0,53,2,51,0,0,0,3,0,3,0,73
300501,wielkopolskie,grodziski,Granowo,15,13,2,0,0,35,1,33,1,0,0,5,0,3,2,55
300502,wielkopolskie,grodziski,Grodzisk Wielkopolski,48,46,2,0,0,219,32,182,5,0,0,32,0,15,17,299
300503,wielkopolskie,grodziski,Kamieniec,16,13,3,0,0,59,3,49,7,0,0,3,0,2,1,78
300504,wielkopolskie,grodziski,Rakoniewice,24,24,0,0,0,141,4,128,9,0,0,9,0,5,4,174
300505,wielkopolskie,grodziski,Wielichowo,12,12,0,0,0,66,3,62,1,0,0,3,0,2,1,81
300601,wielkopolskie,jarociński,Jaraczewo,16,16,0,0,0,100,1,97,2,0,0,4,0,4,0,120
300602,wielkopolskie,jarociński,Jarocin,85,82,3,0,0,687,35,641,11,0,0,30,0,19,11,802
300603,wielkopolskie,jarociński,Kotlin,21,19,2,0,0,110,7,102,1,0,0,0,0,0,0,131
300604,wielkopolskie,jarociński,Żerków,23,19,2,2,0,140,2,134,4,0,0,22,1,6,15,185
300701,wielkopolskie,kaliski,Blizanów,21,18,3,0,0,89,7,77,5,0,0,7,0,3,4,117
300702,wielkopolskie,kaliski,Brzeziny,18,18,0,0,0,57,4,52,1,0,0,2,0,1,1,77
300703,wielkopolskie,kaliski,Ceków-Kolonia,11,10,1,0,0,54,1,52,1,0,0,3,0,1,2,68
300704,wielkopolskie,kaliski,Godziesze Wielkie,39,38,1,0,0,78,5,72,1,0,0,4,0,3,1,121
300705,wielkopolskie,kaliski,Koźminek,32,31,0,1,0,82,3,76,3,0,0,5,0,3,2,119
300706,wielkopolskie,kaliski,Lisków,24,23,0,1,0,73,2,71,0,0,0,2,0,2,0,99
300707,wielkopolskie,kaliski,Mycielin,9,8,1,0,0,52,4,46,2,0,0,1,0,0,1,62
300708,wielkopolskie,kaliski,Opatówek,42,39,3,0,0,196,28,165,3,0,0,13,0,8,5,251
300709,wielkopolskie,kaliski,Stawiszyn,13,13,0,0,0,76,4,71,1,0,0,2,0,2,0,91
300710,wielkopolskie,kaliski,Szczytniki,20,16,3,1,0,58,3,53,2,0,0,5,0,4,1,83
300711,wielkopolskie,kaliski,Żelazków,17,16,1,0,0,145,31,111,3,0,0,13,0,6,7,175
300801,wielkopolskie,kępiński,Baranów,35,35,0,0,0,110,12,95,2,1,0,30,0,14,16,175
300802,wielkopolskie,kępiński,Bralin,25,24,1,0,0,81,5,73,3,0,0,14,0,2,12,120
300803,wielkopolskie,kępiński,Kępno,62,59,2,1,0,288,31,250,6,1,0,39,1,18,20,389
300804,wielkopolskie,kępiński,Łęka Opatowska,17,16,0,1,0,68,5,59,4,0,0,2,0,0,2,87
300805,wielkopolskie,kępiński,Perzów,15,15,0,0,0,70,17,50,3,0,0,4,0,3,1,89
300806,wielkopolskie,kępiński,Rychtal,11,11,0,0,0,61,2,57,2,0,0,4,0,4,0,76
300807,wielkopolskie,kępiński,Trzcinica,13,11,2,0,0,50,6,41,3,0,0,3,0,0,3,66
300901,wielkopolskie,kolski,Koło,31,31,0,0,0,202,37,161,4,0,0,48,0,35,13,281
300902,wielkopolskie,kolski,Babiak,40,37,3,0,0,51,5,44,2,0,0,3,0,3,0,94
300903,wielkopolskie,kolski,Chodów,6,6,0,0,0,26,3,23,0,0,0,3,0,3,0,35
300904,wielkopolskie,kolski,Dąbie,18,18,0,0,0,81,14,65,2,0,0,6,0,6,0,105
300905,wielkopolskie,kolski,Grzegorzew,15,12,3,0,0,163,19,140,4,0,0,13,0,13,0,191
300906,wielkopolskie,kolski,Kłodawa,22,19,3,0,0,120,10,110,0,0,0,5,0,5,0,147
300907,wielkopolskie,kolski,Koło,20,20,0,0,0,116,6,109,1,0,0,11,0,11,0,147
300908,wielkopolskie,kolski,Kościelec,27,25,2,0,0,82,6,68,8,0,0,9,0,8,1,118
300909,wielkopolskie,kolski,Olszówka,13,12,1,0,0,83,11,72,0,0,0,7,0,7,0,103
300910,wielkopolskie,kolski,Osiek Mały,18,18,0,0,0,23,2,21,0,0,0,3,0,2,1,44
300911,wielkopolskie,kolski,Przedecz,4,4,0,0,0,19,2,17,0,0,0,2,0,2,0,25
301001,wielkopolskie,koniński,Golina,31,31,0,0,0,83,2,78,3,0,0,5,0,5,0,119
301002,wielkopolskie,koniński,Grodziec,12,10,2,0,0,42,0,42,0,0,0,0,0,0,0,54
301003,wielkopolskie,koniński,Kazimierz Biskupi,17,16,1,0,0,89,10,74,5,0,0,5,0,5,0,111
301004,wielkopolskie,koniński,Kleczew,32,32,0,0,0,78,5,69,4,0,0,3,0,2,1,113
301005,wielkopolskie,koniński,Kramsk,32,31,1,0,0,77,6,66,5,0,0,3,0,3,0,112
301006,wielkopolskie,koniński,Krzymów,22,21,1,0,0,83,3,74,6,0,0,6,0,6,0,111
301007,wielkopolskie,koniński,Rychwał,17,15,2,0,0,49,5,40,4,0,0,4,0,4,0,70
301008,wielkopolskie,koniński,Rzgów,20,19,1,0,0,43,2,41,0,0,0,4,0,4,0,67
301009,wielkopolskie,koniński,Skulsk,17,17,0,0,0,35,1,33,1,0,0,7,0,7,0,59
301010,wielkopolskie,koniński,Sompolno,34,34,0,0,0,75,4,69,1,1,0,14,0,8,6,123
301011,wielkopolskie,koniński,Stare Miasto,23,22,1,0,0,106,6,95,5,0,0,13,0,6,7,142
301012,wielkopolskie,koniński,Ślesin,27,24,3,0,0,132,7,119,5,1,0,19,0,11,8,178
301013,wielkopolskie,koniński,Wierzbinek,27,25,0,2,0,35,4,29,2,0,0,2,0,2,0,64
301014,wielkopolskie,koniński,Wilczyn,21,21,0,0,0,47,1,43,3,0,0,4,1,3,0,72
301101,wielkopolskie,kościański,Kościan,29,29,0,0,0,172,9,161,2,0,0,16,0,10,6,217
301102,wielkopolskie,kościański,Czempiń,24,24,0,0,0,128,8,118,2,0,0,19,0,13,6,171
301103,wielkopolskie,kościański,Kościan,24,24,0,0,0,175,17,149,5,4,0,25,0,16,9,224
301104,wielkopolskie,kościański,Krzywiń,31,30,1,0,0,62,3,57,2,0,0,5,0,2,3,98
301105,wielkopolskie,kościański,Śmigiel,45,36,7,1,1,162,13,145,4,0,0,6,0,4,2,213
301201,wielkopolskie,krotoszyński,Sulmierzyce,4,4,0,0,0,44,15,28,1,0,0,1,0,0,1,49
301202,wielkopolskie,krotoszyński,Kobylin,13,13,0,0,0,133,11,121,1,0,0,4,0,4,0,150
301203,wielkopolskie,krotoszyński,Koźmin Wielkopolski,23,19,2,2,0,188,23,161,4,0,0,9,0,2,7,220
301204,wielkopolskie,krotoszyński,Krotoszyn,60,59,0,0,1,301,39,257,5,0,0,37,0,15,22,398
301205,wielkopolskie,krotoszyński,Rozdrażew,0,0,0,0,0,43,0,42,1,0,0,2,0,1,1,45
301206,wielkopolskie,krotoszyński,Zduny,15,14,1,0,0,61,5,55,1,0,0,5,0,1,4,81
301301,wielkopolskie,leszczyński,Krzemieniewo,11,10,0,1,0,57,3,53,1,0,0,5,0,2,3,73
301302,wielkopolskie,leszczyński,Lipno,16,15,1,0,0,85,5,78,1,1,0,6,0,4,2,107
301303,wielkopolskie,leszczyński,Osieczna,24,22,2,0,0,75,6,68,1,0,0,7,0,6,1,106
301304,wielkopolskie,leszczyński,Rydzyna,21,21,0,0,0,98,6,91,1,0,0,16,1,8,7,135
301305,wielkopolskie,leszczyński,Święciechowa,24,23,1,0,0,57,4,51,2,0,0,7,0,4,3,88
301306,wielkopolskie,leszczyński,Wijewo,12,12,0,0,0,42,3,38,1,0,0,2,0,0,2,56
301307,wielkopolskie,leszczyński,Włoszakowice,30,30,0,0,0,108,10,96,2,0,0,11,0,5,6,149
301401,wielkopolskie,międzychodzki,Chrzypsko Wielkie,14,12,1,1,0,58,6,51,1,0,0,12,0,5,7,84
301402,wielkopolskie,międzychodzki,Kwilcz,14,14,0,0,0,84,10,70,4,0,0,9,1,6,2,107
301403,wielkopolskie,międzychodzki,Międzychód,61,57,3,1,0,223,42,171,9,1,0,37,0,26,11,321
301404,wielkopolskie,międzychodzki,Sieraków,20,19,1,0,0,145,11,128,6,0,0,12,0,6,6,177
301501,wielkopolskie,nowotomyski,Kuślin,9,7,2,0,0,89,5,77,7,0,0,6,0,3,3,104
301502,wielkopolskie,nowotomyski,Lwówek,30,26,3,1,0,91,3,87,1,0,0,3,0,3,0,124
301503,wielkopolskie,nowotomyski,Miedzichowo,18,17,0,1,0,51,2,49,0,0,0,5,1,4,0,74
301504,wielkopolskie,nowotomyski,Nowy Tomyśl,60,59,1,0,0,278,24,243,11,0,0,36,0,20,16,374
301505,wielkopolskie,nowotomyski,Opalenica,32,27,4,1,0,164,10,151,3,0,0,24,2,8,14,220
301506,wielkopolskie,nowotomyski,Zbąszyń,44,42,2,0,0,152,12,134,6,0,0,13,0,6,7,209
301601,wielkopolskie,obornicki,Oborniki,91,89,2,0,0,381,27,346,8,0,0,48,1,38,9,520
301602,wielkopolskie,obornicki,Rogoźno,58,55,3,0,0,249,18,228,3,0,0,22,1,15,6,329
301603,wielkopolskie,obornicki,Ryczywół,42,41,1,0,0,66,5,58,3,0,0,1,0,1,0,109
301701,wielkopolskie,ostrowski,Ostrów Wielkopolski,98,94,4,0,0,739,76,650,13,0,0,82,2,39,41,919
301702,wielkopolskie,ostrowski,Nowe Skalmierzyce,41,40,0,1,0,269,8,253,8,0,0,7,0,6,1,317
301703,wielkopolskie,ostrowski,Odolanów,43,41,2,0,0,236,25,197,12,2,0,9,0,5,4,288
301704,wielkopolskie,ostrowski,Ostrów Wielkopolski,52,51,1,0,0,447,19,418,10,0,0,14,0,12,2,513
301705,wielkopolskie,ostrowski,Przygodzice,25,25,0,0,0,209,7,192,10,0,0,8,0,4,4,242
301706,wielkopolskie,ostrowski,Raszków,24,24,0,0,0,211,5,201,5,0,0,8,1,4,3,243
301707,wielkopolskie,ostrowski,Sieroszewice,30,29,1,0,0,139,4,127,7,1,0,8,0,5,3,177
301708,wielkopolskie,ostrowski,Sośnie,15,14,1,0,0,133,8,118,7,0,0,4,0,4,0,152
301801,wielkopolskie,ostrzeszowski,Czajków,7,6,1,0,0,43,1,42,0,0,0,1,0,1,0,51
301802,wielkopolskie,ostrzeszowski,Doruchów,9,8,1,0,0,61,4,56,1,0,0,1,0,1,0,71
301803,wielkopolskie,ostrzeszowski,Grabów nad Prosną,15,13,2,0,0,110,3,105,2,0,0,2,0,1,1,127
301804,wielkopolskie,ostrzeszowski,Kobyla Góra,27,27,0,0,0,95,6,88,0,1,0,7,0,4,3,129
301805,wielkopolskie,ostrzeszowski,Kraszewice,10,10,0,0,0,64,5,58,1,0,0,2,0,0,2,76
301806,wielkopolskie,ostrzeszowski,Mikstat,14,14,0,0,0,73,2,71,0,0,0,2,0,2,0,89
301807,wielkopolskie,ostrzeszowski,Ostrzeszów,32,31,1,0,0,263,27,232,4,0,0,15,0,11,4,310
301901,wielkopolskie,pilski,Piła,173,173,0,0,0,588,90,475,22,1,0,118,4,66,48,879
301902,wielkopolskie,pilski,Białośliwie,14,13,1,0,0,51,3,48,0,0,0,3,0,3,0,68
301903,wielkopolskie,pilski,Kaczory,32,29,3,0,0,77,3,67,7,0,0,9,3,6,0,118
301904,wielkopolskie,pilski,Łobżenica,20,19,1,0,0,104,5,96,3,0,0,0,0,0,0,124
301905,wielkopolskie,pilski,Miasteczko Krajeńskie,7,7,0,0,0,53,4,48,1,0,0,2,0,1,1,62
301906,wielkopolskie,pilski,Szydłowo,35,34,1,0,0,107,8,93,6,0,0,13,2,7,4,155
301907,wielkopolskie,pilski,Ujście,26,23,3,0,0,57,3,53,1,0,0,6,1,4,1,89
301908,wielkopolskie,pilski,Wyrzysk,27,26,1,0,0,136,10,121,5,0,0,7,0,5,2,170
301909,wielkopolskie,pilski,Wysoka,15,15,0,0,0,73,7,65,1,0,0,5,0,5,0,93
302001,wielkopolskie,pleszewski,Chocz,12,11,1,0,0,36,3,31,2,0,0,2,0,2,0,50
302002,wielkopolskie,pleszewski,Czermin,6,5,1,0,0,77,0,76,1,0,0,5,1,2,2,88
302003,wielkopolskie,pleszewski,Dobrzyca,17,16,1,0,0,83,11,70,1,1,0,4,0,2,2,104
302004,wielkopolskie,pleszewski,Gizałki,5,5,0,0,0,57,1,55,1,0,0,1,0,1,0,63
302005,wielkopolskie,pleszewski,Gołuchów,17,17,0,0,0,195,9,172,13,1,0,7,0,3,4,219
302006,wielkopolskie,pleszewski,Pleszew,60,59,1,0,0,323,15,299,8,1,0,16,0,7,9,399
302101,wielkopolskie,poznański,Luboń,39,39,0,0,0,244,27,212,4,1,0,34,1,22,11,317
302102,wielkopolskie,poznański,Puszczykowo,14,11,3,0,0,92,5,83,3,1,0,13,1,6,6,119
302103,wielkopolskie,poznański,Buk,40,39,0,0,1,170,7,150,13,0,0,12,0,3,9,222
302104,wielkopolskie,poznański,Czerwonak,65,55,9,1,0,198,14,180,4,0,0,29,0,8,21,292
302105,wielkopolskie,poznański,Dopiewo,52,51,1,0,0,207,16,178,13,0,0,41,5,21,15,300
302106,wielkopolskie,poznański,Kleszczewo,29,26,1,2,0,116,7,99,10,0,0,7,0,5,2,152
302107,wielkopolskie,poznański,Komorniki,42,42,0,0,0,168,16,144,8,0,0,30,0,14,16,240
302108,wielkopolskie,poznański,Kostrzyn,51,50,1,0,0,182,11,162,9,0,0,28,0,13,15,261
302109,wielkopolskie,poznański,Kórnik,64,61,2,1,0,305,17,261,27,0,0,93,0,35,58,462
302110,wielkopolskie,poznański,Mosina,80,76,4,0,0,229,10,209,10,0,0,31,2,17,12,340
302111,wielkopolskie,poznański,Murowana Goślina,51,48,3,0,0,158,20,133,5,0,0,15,0,9,6,224
302112,wielkopolskie,poznański,Pobiedziska,71,67,2,2,0,267,16,241,10,0,0,25,0,16,9,363
302113,wielkopolskie,poznański,Rokietnica,48,47,1,0,0,161,13,141,7,0,0,18,0,11,7,227
302114,wielkopolskie,poznański,Stęszew,40,39,1,0,0,176,7,149,20,0,0,33,0,19,14,249
302115,wielkopolskie,poznański,Suchy Las,35,32,3,0,0,164,10,146,8,0,0,43,0,13,30,242
302116,wielkopolskie,poznański,Swarzędz,100,95,5,0,0,311,24,268,19,0,0,94,3,37,54,505
302117,wielkopolskie,poznański,Tarnowo Podgórne,62,60,2,0,0,291,16,254,21,0,0,73,0,29,44,426
302201,wielkopolskie,rawicki,Bojanowo,13,12,1,0,0,114,7,102,5,0,0,4,0,3,1,131
302202,wielkopolskie,rawicki,Jutrosin,14,11,3,0,0,69,8,60,1,0,0,4,0,2,2,87
302203,wielkopolskie,rawicki,Miejska Górka,21,20,1,0,0,82,3,76,3,0,0,3,0,1,2,106
302204,wielkopolskie,rawicki,Pakosław,6,6,0,0,0,57,0,56,1,0,0,5,0,0,5,68
302205,wielkopolskie,rawicki,Rawicz,51,50,0,0,1,264,55,205,4,0,0,43,0,18,25,358
302301,wielkopolskie,słupecki,Słupca,17,17,0,0,0,127,7,117,3,0,0,22,1,17,4,166
302302,wielkopolskie,słupecki,Lądek,16,13,3,0,0,80,5,73,2,0,0,3,0,0,3,99
302303,wielkopolskie,słupecki,Orchowo,12,12,0,0,0,52,2,46,4,0,0,5,0,4,1,69
302304,wielkopolskie,słupecki,Ostrowite,10,10,0,0,0,70,1,65,4,0,0,5,0,5,0,85
302305,wielkopolskie,słupecki,Powidz,14,12,2,0,0,65,3,59,3,0,0,8,0,6,2,87
302306,wielkopolskie,słupecki,Słupca,21,20,1,0,0,119,9,107,3,0,0,8,1,7,0,148
302307,wielkopolskie,słupecki,Strzałkowo,17,15,2,0,0,75,1,72,2,0,0,8,0,8,0,100
302308,wielkopolskie,słupecki,Zagórów,16,14,2,0,0,133,4,121,8,0,0,8,0,7,1,157
302401,wielkopolskie,szamotulski,Obrzycko,5,5,0,0,0,27,1,26,0,0,0,0,0,0,0,32
302402,wielkopolskie,szamotulski,Duszniki,37,35,2,0,0,206,6,193,7,0,0,7,0,6,1,250
302403,wielkopolskie,szamotulski,Kaźmierz,33,32,1,0,0,133,1,123,9,0,0,21,0,14,7,187
302404,wielkopolskie,szamotulski,Obrzycko,20,20,0,0,0,68,1,61,6,0,0,3,0,3,0,91
302405,wielkopolskie,szamotulski,Ostroróg,14,14,0,0,0,74,0,72,2,0,0,3,0,3,0,91
302406,wielkopolskie,szamotulski,Pniewy,28,26,1,1,0,180,3,167,9,1,0,25,0,7,18,233
302407,wielkopolskie,szamotulski,Szamotuły,65,62,3,0,0,341,16,318,6,1,0,28,1,16,11,434
302408,wielkopolskie,szamotulski,Wronki,58,57,1,0,0,289,8,268,12,1,0,25,4,13,8,372
302501,wielkopolskie,średzki,Dominowo,17,16,1,0,0,49,4,41,4,0,0,8,0,6,2,74
302502,wielkopolskie,średzki,Krzykosy,25,25,0,0,0,119,7,107,5,0,0,5,0,5,0,149
302503,wielkopolskie,średzki,Nowe Miasto nad Wartą,36,35,1,0,0,115,9,101,5,0,0,2,0,1,1,153
302504,wielkopolskie,średzki,Środa Wielkopolska,76,72,4,0,0,343,45,289,9,0,0,40,0,20,20,459
302505,wielkopolskie,średzki,Zaniemyśl,18,17,1,0,0,98,13,84,1,0,0,7,0,5,2,123
302601,wielkopolskie,śremski,Brodnica,13,11,2,0,0,61,4,50,7,0,0,5,0,4,1,79
302602,wielkopolskie,śremski,Dolsk,14,14,0,0,0,72,4,66,2,0,0,5,0,5,0,91
302603,wielkopolskie,śremski,Książ Wielkopolski,21,20,1,0,0,116,6,102,8,0,0,12,0,4,8,149
302604,wielkopolskie,śremski,Śrem,79,71,7,1,0,342,24,308,9,1,0,84,1,51,32,505
302701,wielkopolskie,turecki,Turek,28,28,0,0,0,175,15,157,3,0,0,29,3,21,5,232
302702,wielkopolskie,turecki,Brudzew,17,16,1,0,0,46,3,39,4,0,0,2,0,2,0,65
302703,wielkopolskie,turecki,Dobra,12,11,1,0,0,56,3,51,2,0,0,4,0,3,1,72
302704,wielkopolskie,turecki,Kawęczyn,10,10,0,0,0,64,0,63,1,0,0,4,0,3,1,78
302705,wielkopolskie,turecki,Malanów,10,9,1,0,0,81,3,76,2,0,0,2,0,2,0,93
302706,wielkopolskie,turecki,Przykona,7,6,1,0,0,41,2,34,4,1,0,4,0,0,4,52
302707,wielkopolskie,turecki,Tuliszków,23,22,1,0,0,104,4,91,9,0,0,6,0,3,3,133
302708,wielkopolskie,turecki,Turek,11,11,0,0,0,78,4,69,5,0,0,14,0,11,3,103
302709,wielkopolskie,turecki,Władysławów,34,29,4,1,0,69,0,64,5,0,0,13,1,10,2,116
302801,wielkopolskie,wągrowiecki,Wągrowiec,47,46,1,0,0,169,11,158,0,0,0,48,1,23,24,264
302802,wielkopolskie,wągrowiecki,Damasławek,12,12,0,0,0,56,3,52,1,0,0,1,0,1,0,69
302803,wielkopolskie,wągrowiecki,Gołańcz,27,27,0,0,0,64,1,63,0,0,0,7,0,5,2,98
302804,wielkopolskie,wągrowiecki,Mieścisko,17,17,0,0,0,52,2,50,0,0,0,4,0,1,3,73
302805,wielkopolskie,wągrowiecki,Skoki,26,26,0,0,0,93,6,86,1,0,0,8,0,5,3,127
302806,wielkopolskie,wągrowiecki,Wapno,11,10,1,0,0,24,0,24,0,0,0,0,0,0,0,35
302807,wielkopolskie,wągrowiecki,Wągrowiec,45,43,2,0,0,125,5,117,3,0,0,17,0,12,5,187
302901,wielkopolskie,wolsztyński,Przemęt,38,37,1,0,0,130,19,106,3,2,0,3,0,2,1,171
302902,wielkopolskie,wolsztyński,Siedlec,27,24,3,0,0,135,7,125,2,1,0,16,0,5,11,178
302903,wielkopolskie,wolsztyński,Wolsztyn,63,61,2,0,0,303,24,273,6,0,0,60,0,26,34,426
303001,wielkopolskie,wrzesiński,Kołaczkowo,23,21,1,1,0,49,1,45,3,0,0,3,0,2,1,75
303002,wielkopolskie,wrzesiński,Miłosław,24,23,0,1,0,77,3,70,4,0,0,10,0,2,8,111
303003,wielkopolskie,wrzesiński,Nekla,21,19,2,0,0,102,3,97,1,1,0,13,0,8,5,136
303004,wielkopolskie,wrzesiński,Pyzdry,12,11,1,0,0,71,2,67,2,0,0,2,0,2,0,85
303005,wielkopolskie,wrzesiński,Września,91,86,4,1,0,375,31,331,13,0,0,47,1,20,26,513
303101,wielkopolskie,złotowski,Złotów,26,25,1,0,0,153,17,131,5,0,0,24,2,12,10,203
303102,wielkopolskie,złotowski,Jastrowie,41,40,1,0,0,106,13,86,7,0,0,8,1,6,1,155
303103,wielkopolskie,złotowski,Krajenka,19,17,2,0,0,87,6,78,3,0,0,3,0,3,0,109
303104,wielkopolskie,złotowski,Lipka,17,15,2,0,0,103,5,97,1,0,0,2,0,2,0,122
303105,wielkopolskie,złotowski,Okonek,26,25,1,0,0,86,3,82,1,0,0,7,0,7,0,119
303106,wielkopolskie,złotowski,Tarnówka,6,6,0,0,0,27,4,22,0,1,0,3,0,3,0,36
303107,wielkopolskie,złotowski,Zakrzewo,12,9,2,1,0,76,6,68,2,0,0,4,0,2,2,92
303108,wielkopolskie,złotowski,Złotów,24,22,2,0,0,126,7,117,2,0,0,8,2,6,0,158
306101,wielkopolskie,Kalisz,Kalisz,180,179,1,0,0,1133,182,934,17,0,0,177,5,95,77,1490
